dpto_name,mpio_name,unique_id,razon_social,year_matricula,year_cancela,year_renueva,ciiu1,ciiu2,ciiu3,ciiu4,Activos M.,Ingresos M.,Pasivos M.,Patrimonio M.
VALLE,CALI,3042178,METALICAS PROGRESO,1998,2024,2023,2511,"","","",4216,4887,-3998,218
VALLE,CALI,3042238,INDETEC INGENIERIA Y DESARROLLO,1998,,2023,4321,"","","",6588,5212,-1947,4641
VALLE,CALI,3042286,TIENDA ROSITA AMPARO,1998,,2023,4711,"","","",9819,7750,-1417,8402
VALLE,CALI,3042298,MAYAMI ES LA MODA,1998,,2023,4771,"","","",9337,8584,-3826,5511
VALLE,CALI,3042430,DYM CONSTRUCCIONES LTDA,1998,2024,2023,3311,3312,4390,"",6998,8096,-3133,3865
VALLE,CALI,3042462,MUEBLES REINEL MOTATO,1998,,2023,3110,"","","",5021,5033,-5113,-92
VALLE,CALI,3042463,SURTIREMATES,2002,,2023,4775,3830,4754,4774,9114,1370,-1455,7659
VALLE,CALI,3042473,DROGAS DON LUCHO,1998,2023,2023,4773,"","","",11634,1904,-5858,5776
VALLE,CALI,3042540,JENNA CLOTHES,2002,,2023,3110,"","","",14433,2985,-1558,12875
VALLE,CALI,3042560,LUJOS Y SONIDO JULIAN,2002,,2023,4530,"","","",9904,4467,-3970,5934
VALLE,CALI,3042607,A&C INGENIERIA LTDA,1998,2024,2023,4330,4210,4220,7112,13733,3348,-2816,10917
VALLE,CALI,3042617,PANADERIA LOPEZ PAN,1998,2023,2023,1081,5613,"","",10208,2476,-3429,6779
VALLE,CALI,3042658,PANADERIA MIKY CALI,1998,,2023,1081,4729,"","",10289,4597,-1220,9069
VALLE,CALI,3042686,DROGUERIA D J,2002,2024,2023,4773,"","","",10812,3010,-2962,7850
VALLE,CALI,3042728,FERRETERIA EL GRAN CONDOR,2002,2024,2023,4752,4729,9200,"",7824,4183,-26,7798
VALLE,CALI,3042733,PABELLON DE EXPOSICIONES Y EVENTOS CHIPICHAPE,2002,2023,2023,8230,7912,7721,"",9871,9827,-2216,7655
VALLE,CALI,3042761,PABELLON DE EXPOSICIONES Y EVENTOS CHIPICHAPE,2002,2023,2023,8230,7912,7721,"",12271,2125,-2651,9620
VALLE,CALI,3042762,PABELLON DE EXPOSICIONES Y EVENTOS CHIPICHAPE,2002,2023,2023,8230,7912,7721,"",8126,2757,-1598,6528
VALLE,CALI,3042790,MARQUETERIA VANEGAS,2002,,2023,4752,"","","",9196,8825,-420,8776
VALLE,CALI,3042808,DISTRIBUCIONES FABIO VALENCIA-DISTRIFAV,1998,,2023,1811,4761,"","",7131,3989,-788,6343
VALLE,CALI,3042819,INGENIERIA ESPECIALIZADA EN EQUIPOS MEDICOS BETEL SAS,2002,,2023,3313,4659,3312,4321,10886,3804,-4133,6753
VALLE,CALI,3042834,DECORACIONES OLY # 5,2002,2023,2023,4759,"","","",11062,4354,-5649,5413
VALLE,CALI,3042841,VARIEDADES DOMINGA ZUÑIGA,1998,,2023,4773,8710,"","",11621,1220,-595,11026
VALLE,CALI,3042845,FRUTAS Y VERDURAS LA HACIENDA,2002,2024,2023,4721,"","","",6950,9312,1151,8101
VALLE,CALI,3042932,CARFRENOS,2002,2023,2023,4520,4530,"","",10268,3787,-2538,7730
VALLE,CALI,3042955,A. BARROCO DECORACIONES,2002,,2023,4755,"","","",7640,5047,-5683,1957
VALLE,CALI,3042968,FERRETERIA ANTIOQUEÑA,1998,,2023,4752,"","","",9999,4030,-4361,5638
VALLE,CALI,3042984,WIND PLACE RECREACION Y DEPORTE,2002,2023,2023,8552,4762,"","",13357,6647,-2197,11160
VALLE,CALI,3042995,TECNIEMPAQUES,2002,,2023,4530,"","","",8741,4955,-1750,6991
VALLE,CALI,3043067,LA NUEVA CALIFORNIA,2002,2023,2023,1081,"","","",11792,7594,394,12186
VALLE,CALI,3043069,POEMIA SU CASA EDITORIAL,2002,,2023,5811,8559,"","",8126,10835,-1198,6928
VALLE,CALI,3043075,DISTRIBUIDORA DE CAFE EL DORADO,2002,,2023,0123,4729,1062,"",8804,2771,-2896,5908
VALLE,CALI,3043142,SOLUCIONES INMOBILIARIAS Y ADMINISTRATIVAS SIAD,2002,,2023,6810,6820,6920,"",11097,5090,-531,10566
VALLE,CALI,3043154,MIA CLINICA ODONTOLOGICA,2002,,2023,8622,"","","",8302,4017,-2662,5640
VALLE,CALI,3043172,LORETTY DISENOS,1998,,2023,1410,4771,"","",5743,4792,-466,5277
VALLE,CALI,3043190,DISTRIBUIDORA HERNASER,2002,2024,2023,4799,"","","",13163,4588,-2787,10376
VALLE,CALI,3043198,JACKY'S PIZZA,2002,2024,2023,5611,"","","",10901,8406,-1218,9683
VALLE,CALI,3043217,CITRICOS PEÑA,2002,,2023,4721,"","","",8541,8744,-2343,6198
VALLE,CALI,3043287,FIANZA ASESORES FINANCIEROS NACIONALES LTDA,2002,2024,2023,6910,7020,8291,"",5015,6429,-4536,479
VALLE,CALI,3043302,EL MEDICO DE EDIFICIOS,2002,,2023,7020,2011,4663,4290,14756,5725,-1497,13259
VALLE,CALI,3043318,LA CHORRERA DEL INDIO,2003,,2023,5590,5619,5514,"",18476,3437,-2875,15601
VALLE,CALI,3043328,ALMACENADORA INTERAMERICANA DE CARGA SAS  AINTERCARGA SAS,2003,2023,2023,5210,"","","",10519,6136,-5724,4795
VALLE,CALI,3043431,PANADERIA Y PASTELERIA LA MARGARITA,2003,,2023,1081,"","","",999999,4529,-1154,10971
VALLE,CALI,3043488,G.C DISENO Y PUBLICIDAD,2003,2023,2023,7310,1812,"","",13061,3318,-1787,11274
VALLE,CALI,3043495,CASA LINDO CONSTRUCCIONES SAS,2003,,2023,4290,4220,4311,4923,8245,2939,-1927,6318
VALLE,CALI,3043577,AREPA Y SIFON,2003,,2023,4759,5619,"","",9122,6433,-3879,5243
VALLE,CALI,3043583,COMERCIALIZADORA CONSTRUACEROS,1998,,2023,4754,"","","",5682,4433,-1198,4484
VALLE,CALI,3043652,ANIMAL CENTER,2003,2023,2023,4759,7500,9609,"",8159,2729,-1832,6327
VALLE,CALI,3043805,RICURAS DEL VALLE,2003,2024,2023,1089,"","","",11556,3734,-3890,7666
VALLE,CALI,3043846,SIGIFREDO LOPEZ ARTEAGA,2003,2023,2023,4520,"","","",9273,7702,-2637,6636
VALLE,CALI,3043857,MOTOSERVICIO LA MAQUINA,2003,,2023,4541,4542,"","",9464,1064,489,9953
VALLE,CALI,3043880,OPTICA COLOMBIANA SAS - UNICENTRO CALI,2003,2023,2023,4774,4759,8699,"",9719,6380,-986,8733
VALLE,CALI,3043881,ZONA GRAFICA CALI,2003,,2023,7410,7310,"","",5341,7355,688,6029
VALLE,CALI,3043884,COMPRA Y VENTA DE CHATARRA BERMUDEZ,2003,,2023,4665,"","","",12094,7320,-2415,9679
VALLE,CALI,3043886,ASESORIAS Y NEGOCIOS PAULA,2003,2023,2023,6920,6810,8299,4719,6391,6271,-4460,1931
VALLE,CALI,3043903,MANTENIMIENTOS HIDRAULICOS DEL VALLE,2003,,2023,3312,"","","",9479,1808,330,9809
VALLE,CALI,3043908,LICEO INFANTIL ESTRELLITAS CREATIVAS,2003,2023,2023,8513,8512,4769,"",8904,4674,318,9222
VALLE,CALI,3043938,PHONE.NET,2003,,2023,9512,9200,4761,8219,9454,2114,831,10285
VALLE,CALI,3043969,DURAMAX CALIDAD EN DOTACION EMPRESARIAL,2003,2024,2023,1410,"","","",13650,3738,-2842,10808
VALLE,CALI,3043993,CERTIFICADOS L C,2003,2023,2023,7730,4752,"","",8545,5317,-1189,7356
VALLE,CALI,3043997,TIENDA TALANGA,1998,,2023,4711,"","","",8042,5714,-4903,3139
VALLE,CALI,3044046,SERVIMENSAJERIA,2003,,2023,5320,"","","",6201,7361,-1002,5199
VALLE,CALI,3044061,TRANSPORTES SAFERBO S.A. CARRERA 15,2003,,2023,4923,5320,"","",7986,5190,-4385,3601
VALLE,CALI,3044156,ALMACEN BEBITOS # 2,2003,2024,2023,4649,4759,"","",7085,4889,-321,6764
VALLE,CALI,3044186,VARIEDADES Y PERFUMERIA YESSICA,2003,,2023,4773,"","","",11020,4691,66,11086
VALLE,CALI,3044218,MULTIBOLSOS,1998,2023,2023,4772,"","","",7842,4911,-1853,5989
VALLE,CALI,3044223,ALMACEN CARTA MODA ETIQUETTE,1998,2024,2023,4771,4772,"","",10760,2938,-5447,5313
VALLE,CALI,3044248,PAPELERIA CATI LTDA BODEGA,1998,2024,2023,4649,4651,4631,4690,9634,586,-1281,8353
VALLE,CALI,3044312,ASESORIAS DE TRANSITO A.M.,2003,,2023,7020,1812,"","",6416,1905,-9,6407
VALLE,CALI,3044418,EMMA CLOUD SOLUTIONS,2003,,2023,6202,"","","",8023,6740,-1358,6665
VALLE,CALI,3044454,DISTRICLEAN COLOMBIA,2003,,2023,3312,4659,4773,3110,12213,8771,-591,11622
VALLE,CALI,3044476,JUAN CARLOS CARO CAMPO INMOBILIARIA,2003,,2023,7020,6810,6820,"",12258,3733,-960,11298
VALLE,CALI,3044494,SALA INTEGRAL DE ESTETICA PARAISO NATURAL,2003,,2023,9602,4773,"","",15014,4093,-2445,12569
VALLE,CALI,3044543,LA AREPA DE GLORIA,2003,2024,2023,5611,"","","",9991,4535,-1951,8040
VALLE,CALI,3044576,HUMAN STAFF S.A.S.,2003,2023,2023,8559,"","","",6260,6429,-1318,4942
VALLE,CALI,3044599,PELUQUERIA UNISEX BABBALU AYE,2003,,2023,9602,"","","",8079,3062,-4666,3413
VALLE,CALI,3044635,CAFETERIA PAN Y PANECILLOS,2003,2023,2023,5612,"","","",11021,3394,-1969,9052
VALLE,CALI,3044637,FLC PUBLICIDAD,2003,,2023,7310,"","","",14750,4329,-3499,11251
VALLE,CALI,3044759,CLASI NEGOCIOS LA 7 LTDA,2003,,2023,0130,4663,8130,6820,10275,6389,-7018,3257
VALLE,CALI,3044767,NP INGENIERIA DE AGUAS,2003,,2023,7112,4659,"","",12851,7635,-609,12242
VALLE,CALI,3044823,TITANIUM SALON,2003,2023,2023,9602,"","","",11920,4975,-1052,10868
VALLE,CALI,3044837,TIENDA Y LICORES TABACO,2003,,2023,4711,4724,"","",7080,5977,21,7101
VALLE,CALI,3044857,MAXI FARMACIA,2003,,2023,4773,"","","",9572,2525,-974,8598
VALLE,CALI,3044917,PARQUEADERO LAS 24 HORAS EL PASO,2003,,2023,5221,"","","",13263,3469,59,13322
VALLE,CALI,3044931,COLCHONES GARFFIELD,2003,,2023,9524,3120,"","",12190,2107,-2087,10103
VALLE,CALI,3044937,TORNILLOS FERROPARTES,1998,,2023,4752,"","","",11159,2694,-792,10367
VALLE,CALI,3044960,FABRICA DE TELAS ELASTICAS S.A.,2003,,2023,1311,"","","",11193,2067,918,12111
VALLE,CALI,3045006,TOGAS FILM HERSA,1998,2023,2023,7729,7420,8230,5621,8771,7005,-4048,4723
VALLE,CALI,3045024,SAMAN GARCES & CIA S.C.A,1998,,2023,6494,"","","",6702,4063,-1553,5149
VALLE,CALI,3045075,SUCURSAL CONSULTARIA SURA CALI,2003,2024,2023,7020,"","","",13239,5735,-3697,9542
VALLE,CALI,3045099,ESCUELA CENTRO DE YOGA,2003,2024,2023,8692,"","","",6449,5862,-267,6182
VALLE,CALI,3045171,SERVINET . COM,2003,,2023,6110,4719,5310,"",7653,2416,970,8623
VALLE,CALI,3045180,DON FILEMON & SUPERBANDA,1998,,2023,9006,1820,"","",11572,5525,-4657,6915
VALLE,CALI,3045199,PELUQUERIA UNISEX MARLU,2003,,2023,9602,"","","",6845,7351,-1257,5588
VALLE,CALI,3045221,TALLER OVIEDO,2003,2024,2023,4520,"","","",8620,4587,-1656,6964
VALLE,CALI,3045248,TRANSPORTES VELASQUEZ  BODEGA 2,2003,2023,2023,4923,"","","",7043,4836,676,7719
VALLE,CALI,3045452,BOBINADOS UNO A,1999,,2023,3312,"","","",11552,4921,-1749,9803
VALLE,CALI,3045455,PLASTICOS ARG,1999,,2023,2229,"","","",11116,4239,151,11267
VALLE,CALI,3045501,ASADERO RICO POLLO LOS GARCIA,2003,2024,2023,5611,"","","",11055,4557,-1610,9445
VALLE,CALI,3045513,AROMHOS S.A.,2003,,2023,6494,"","","",11106,5700,722,11828
VALLE,CALI,3045522,COMERCIALIZADORA BETA PLUS,2003,,2023,2023,4690,"","",11393,5462,-3624,7769
VALLE,CALI,3045530,AGROPECUARIA BUFALOS DEL AMAZONAS S EN C S,2003,2024,2023,0141,"","","",11598,3618,-6002,5596
VALLE,CALI,3045555,PANADERIA FABI PAN UNO,1999,,2023,1081,"","","",5078,4114,-3393,1685
VALLE,CALI,3045613,METALES Y ESTRUCTURAS COLOMBIA,2004,,2023,3830,2511,"","",9628,10755,2786,12414
VALLE,CALI,3045621,FERRE ALARCON,2004,,2023,4752,"","","",10281,1273,-2270,8011
VALLE,CALI,3045769,ABC INDUMEDICAS,2004,,2023,3110,"","","",11812,6906,-423,11389
VALLE,CALI,3045772,DON TOSTIN,2004,2024,2023,5619,4789,"","",7031,7221,-3007,4024
VALLE,CALI,3045782,ADRIANA MARIA ORTIZ RUBIO,2004,2024,2023,6621,7020,"","",8751,1733,-3248,5503
VALLE,CALI,3045786,COMERCIALIZADORA SEMILLA VIVA,2004,,2023,4773,"","","",7316,4210,-5310,2006
VALLE,CALI,3045809,MISCELANEA Y LLAVERIA  CALDAS M. H.,2004,2024,2023,4752,"","","",12643,2460,-309,12334
VALLE,CALI,3045815,LA REBAJA DROGUERIA NO. 30 CALI,2004,,2023,4773,4711,4741,6190,13198,2978,246,13444
VALLE,CALI,3045856,CALZADO TRAINER STAR,2004,,2023,1521,"","","",11969,5586,351,12320
VALLE,CALI,3045931,PANADERIA Y PASTELERIA PAN TRIGO,2004,,2023,4719,1081,"","",6944,6235,-2008,4936
VALLE,CALI,3045935,TIENDA MIXTA MILENIO,2004,,2023,1081,4711,"","",11130,4282,-1030,10100
VALLE,CALI,3045946,PAPELERIA Y LIBRERIA SION,2004,,2023,4761,"","","",12876,5008,-1845,11031
VALLE,CALI,3045971,COMERCIALIZADORA DE REPUESTOS GL,2004,,2023,4762,4541,"","",10420,4805,-1695,8725
VALLE,CALI,3046018,SIGNOS Y SENALES,2004,,2023,1811,"","","",8585,5809,-827,7758
VALLE,CALI,3046039,FERRETERIA SOLARES DE FAUSTINO,2004,2024,2023,4752,4762,"","",7285,588,-4235,3050
VALLE,CALI,3046136,PARQUEADERO D GAR,2004,,2023,5221,"","","",8337,9154,-1655,6682
VALLE,CALI,3046140,SERVICIO TECNICO MELENDEZ,2004,,2023,4542,"","","",11787,4372,-2918,8869
VALLE,CALI,3046183,SPAZIO BELLO,2004,,2023,7410,5519,7990,6820,8921,4212,-3155,5766
VALLE,CALI,3046209,ACCIONES Y VALORES WESTERN UNION- HOMECENTER,2004,2023,2023,6612,6613,"","",10569,8885,1591,12160
VALLE,CALI,3046214,APALANCAMIENTO EMPRESARIAL,2004,,2023,8551,6311,6312,8299,13237,3703,-943,12294
VALLE,CALI,3046230,CENTRO DIAGNOSTICO URIBE,2004,,2023,8691,"","","",999999,5847,-2810,8636
VALLE,CALI,3046255,CONCENTRADOS MUNDO ANIMAL,2004,2024,2023,7500,4773,"","",999999,4457,-2729,10683
VALLE,CALI,3046276,K NOBBY BIKE,2004,,2023,4762,"","","",5746,4768,-1428,4318
VALLE,CALI,3046288,DISEÑOS Y ESTAMPADOS CALITEX SAS,2004,,2023,1811,"","","",999999,3375,-554,8744
VALLE,CALI,3046342,MERCA TIENDA LOS PAISAS,2004,2024,2023,4711,"","","",10163,6286,1177,11340
VALLE,CALI,3046384,MISCELANEA MENCHIS,2004,,2023,4719,4724,"","",11446,8028,-916,10530
VALLE,CALI,3046485,LICEO PSICOPEDAGOGICO STANFORD BINET,2004,,2023,8511,8512,8891,4761,7077,6051,-1712,5365
VALLE,CALI,3046489,EMCE J G,2004,,2023,4329,"","","",12015,2845,-2776,9239
VALLE,CALI,3046538,ERNESTINA ANGULO,2004,2024,2023,0126,5221,"","",10768,2757,-2682,8086
VALLE,CALI,3046573,HAIR LAGUNA,2004,2023,2023,9602,"","","",10660,7012,-811,9849
VALLE,CALI,3046592,TALLER ELECTRICO AGUILAR,1999,,2023,4520,"","","",11271,4477,388,11659
VALLE,CALI,3046619,VARIEDADES RAUL GARRIDO,2004,2024,2023,4719,"","","",9709,5143,-3006,6703
VALLE,CALI,3046639,CONSTRUCTORA SAN JOAQUIN,2004,2024,2023,6810,"","","",12314,5040,-1775,10539
VALLE,CALI,3046649,OPTICA LENTE VISION UNIDO,2004,,2023,4774,"","","",11621,4919,-4591,7030
VALLE,CALI,3046697,PANADERIA CASAS BLANCAS NACIONAL,2004,2023,2023,1081,4729,"","",9624,5578,-2262,7362
VALLE,CALI,3046720,PAOLA SUAREZ SPA,2004,,2023,9602,"","","",12601,7100,434,13035
VALLE,CALI,3046783,FRUTIMANGOS,1999,,2023,4721,"","","",10731,1873,-3352,7379
VALLE,CALI,3046795,VARIEDADES Y DETALLES ESCORPION,2004,,2023,4719,"","","",11672,2817,-1679,9993
VALLE,CALI,3046830,CONFECCIONES MIRIAM,2004,2024,2023,1410,"","","",8515,4808,-468,8047
VALLE,CALI,3046850,C.A.T CONSTRUCCIONES METALICAS,2004,2023,2023,7111,3312,"","",13951,4217,-2345,11606
VALLE,CALI,3046886,NUTRITION STORE FITNESS,2004,,2023,4771,4774,"","",9990,8774,-3335,6655
VALLE,CALI,3046887,SALON DIONA,2004,,2023,9602,"","","",12120,4032,-3926,8194
VALLE,CALI,3046954,VASQUEZ SAA E HIJOS Y CIA S EN C S,1999,2023,2023,0119,"","","",9750,3439,-407,9343
VALLE,CALI,3046955,INVERSIONES VASQUEZ SAA Y CIA S EN C S,1999,2023,2023,0119,"","","",9301,3274,-830,8471
VALLE,CALI,3047008,CALI EFECTIVO LTDA,2004,2024,2023,5310,8299,9200,"",11961,2649,1976,13937
VALLE,CALI,3047010,CERJA COMUNICACIONES,2004,,2023,4741,6190,9512,4775,6038,7486,946,6984
VALLE,CALI,3047015,PANADERIA Y PASTELERIA LA 44 DEL TRONCAL,2004,2023,2023,1081,"","","",11196,5114,-2563,8633
VALLE,CALI,3047060,SALA DE BELLEZA ELEGANTES,2004,2024,2023,9602,4773,"","",10984,6349,-389,10595
VALLE,CALI,3047114,MARTINS SPORT,1999,,2023,1521,"","","",3262,3495,-3255,7
VALLE,CALI,3047246,TALLER PEDAGOGICO SEMILLAS DEL SOL,1999,,2023,8512,4791,"","",10921,4563,-1040,9881
VALLE,CALI,3047383,TIENDA MAURICIO,1999,,2023,4711,"","","",999999,5690,-4363,216
VALLE,CALI,3047412,LUISA MARIA JOYEROS,1999,,2023,4759,4659,6820,"",11650,6144,-696,10954
VALLE,CALI,3047481,DIEGO LLANOS JOYERIA PERSONALIZADA,2004,,2023,3210,4662,"","",8865,5585,-6493,2372
VALLE,CALI,3047530,LA RAMADA CAMPESINA DEL SUR,2004,,2023,5611,"","","",8263,4629,-4667,3596
VALLE,CALI,3047543,VARIEDADES MALU MV,2004,,2023,4719,"","","",9983,5195,2237,12220
VALLE,CALI,3047548,LAMP,1999,,2023,1512,"","","",13433,4004,-2561,10872
VALLE,CALI,3047552,FERROELETRICOS EL CABALLO BLANCO,1999,,2023,4752,4290,"","",8412,6469,-2055,6357
VALLE,CALI,3047577,FRUTERIA NAVIA # 2,1999,,2023,4721,"","","",11395,7044,-3269,8126
VALLE,CALI,3047579,C.B.R. SERVICIO TECNICO CELULAR BEEPER Y RADIOS,1999,,2023,9512,"","","",10853,915,-2974,7879
VALLE,CALI,3047580,ESTIBAS Y MADERAS D.S.M.,2004,,2023,4774,"","","",7051,-1089,-3802,3249
VALLE,CALI,3047656,EL IGUERON,1999,2024,2023,4711,"","","",5647,5442,-513,5134
VALLE,CALI,3047692,RESTAURANTE RICO TODO RICO,2004,2023,2023,5611,"","","",5019,8277,-2370,2649
VALLE,CALI,3047777,MARGARITA SPORTS No.2,1999,,2023,4771,"","","",11378,5177,-3738,7640
VALLE,CALI,3047919,BANCO COOMEVA S.A. AGENCIA NORTE,1999,2023,2023,6412,"","","",9913,6064,-4441,5472
VALLE,CALI,3047941,ASISTENCIA VETERINARIA,2004,,2023,7500,4773,"","",999999,5958,-1095,13531
VALLE,CALI,3047950,VERSILIA LIMITADA,1999,,2023,8299,"","","",11434,3175,638,12072
VALLE,CALI,3048040,FILIGRANA MARTINEZ ORLANDO,1999,2024,2023,4290,"","","",12124,5582,488,12612
VALLE,CALI,3048105,DROGUERIA LICETH,1999,,2023,4773,"","","",13336,6803,-405,12931
VALLE,CALI,3048138,ALFREDO DEL CORTE,2004,2023,2023,4754,"","","",8748,3251,-6383,2365
VALLE,CALI,3048266,G DISEÑOS PUBLICIDAD,1999,,2023,7310,"","","",11275,8903,-926,10349
VALLE,CALI,3048302,ZAPATOS SHOES 5,2004,,2023,4772,"","","",12172,5334,-2654,9518
VALLE,CALI,3048383,SALON CANINO MILU-CAN,2004,,2023,7500,4774,"","",13423,3314,-4514,8909
VALLE,CALI,3048447,HELADERIA FANTASIA TROPICAL,2004,,2023,5619,"","","",11907,5805,-3688,8219
VALLE,CALI,3048469,ELECTRO MISCELANEA DEL SUR,1999,,2023,4719,"","","",11053,7328,-1516,9537
VALLE,CALI,3048505,FUENTE DE SODA LA ESCUELITA,1999,2023,2023,5619,"","","",7829,4942,-235,7594
VALLE,CALI,3048558,GAGRU LTDA,1999,2024,2023,6810,"","","",11824,5184,2949,14773
VALLE,CALI,3048587,NIÑO LINDO 4,2004,,2023,4772,"","","",11251,4805,45,11296
VALLE,CALI,3048601,SANDOVAL GARCIA Y CIA LTDA,1999,,2023,7112,"","","",11586,5633,664,12250
VALLE,CALI,3048647,OSLA & CIA. S. EN C.,2004,,2023,6810,"","","",11059,3377,-4624,6435
VALLE,CALI,3048711,A & C SEGUROS,2004,2023,2023,6621,"","","",9495,4654,-3357,6138
VALLE,CALI,3048734,TALLER PATIÑO HERMANOS,2000,,2023,4520,4752,"","",9808,3528,240,10048
VALLE,CALI,3048762,TIENDA Y MISCELANEA LA ARAUCARIA,2000,,2023,4711,"","","",11718,5008,427,12145
VALLE,CALI,3048837,SURTIMUEBLES MARCE,2005,,2023,4754,"","","",999999,2596,-489,9940
VALLE,CALI,3048868,POWER OIL LUBRICANTES,2005,,2023,1921,4732,"","",7925,4827,-2521,5404
VALLE,CALI,3049000,OSMACOL,2005,,2023,9006,6391,9007,"",9275,7025,-5208,4067
VALLE,CALI,3049006,ALIMENTOS TECNICOS LA 29,2005,,2023,4631,"","","",6702,5852,-395,6307
VALLE,CALI,3049026,DISTRIMEDICAS J.H,2005,,2023,4773,4719,"","",7582,4709,-1562,6020
VALLE,CALI,3049096,CFM PHOTOGRAPHY,2000,2024,2023,7420,"","","",9638,10292,-4660,4978
VALLE,CALI,3049108,SPEAK UP NOW,2005,,2023,8559,4761,4799,"",5505,5604,1005,6510
VALLE,CALI,3049191,VILLEGAS CLAUSEN S.C.S.,2005,,2023,6820,4530,6611,"",5779,1165,-3963,1816
VALLE,CALI,3049201,FATUM LEATHER,2005,2024,2023,4771,"","","",12756,6082,-876,11880
VALLE,CALI,3049241,CONSULTORIO Y PELUQUERIA ANIMAL CENTER,2005,2023,2023,7500,4759,"","",8558,7519,-1741,6817
VALLE,CALI,3049460,MARIACHI TROMPETAS DE MEXICO,2005,,2023,9006,4799,"","",5371,7815,-5091,280
VALLE,CALI,3049533,A.CASA ROSE'S,2000,,2023,8230,"","","",9718,5985,-4905,4813
VALLE,CALI,3049594,DB PRODUCCIONES,2005,,2023,9007,4742,7490,9521,13303,6889,-966,12337
VALLE,CALI,3049611,FERROMATERIALES LA 9A,2005,,2023,4752,"","","",999999,6584,-5951,5705
VALLE,CALI,3049629,SOLJAR,2000,,2023,2592,"","","",11103,7587,-1977,9126
VALLE,CALI,3049653,INFANTILES Y DECORACIONES DARLYN,2005,,2023,4771,"","","",12959,1342,1712,14671
VALLE,CALI,3049688,SURTITUBERIAS NARANJO,2000,,2023,4752,"","","",8071,3373,-6268,1803
VALLE,CALI,3049704,MARKETING MUSIC CONCIERTOS,2000,,2023,9007,8230,9006,7320,11824,3459,-1342,10482
VALLE,CALI,3049709,POWER PLUS S.A.S.,2005,2024,2023,4653,7730,3312,"",8532,4401,-2153,6379
VALLE,CALI,3049725,CENTRO DE ESTETICA NATURAL ANA MARIA STERLING PEREZ,2000,,2023,9602,"","","",10002,4557,-1191,8811
VALLE,CALI,3049806,SOFTLAND COLOMBIA,2005,2023,2023,6201,4741,7020,"",15536,4194,-3148,12388
VALLE,CALI,3049812,METALMECANICA RAPIEXPRESS,2000,,2023,2813,"","","",12424,5035,-2614,9810
VALLE,CALI,3049815,SERVICIOS Y VALOR AGREGADO S.V.A. S.A,2000,,2023,7820,"","","",11920,3471,-4424,7496
VALLE,CALI,3049821,PROYECTOS Y EMPAQUES,2000,2023,2023,4659,"","","",7229,8995,-623,6606
VALLE,CALI,3049823,RB CONSTRUCTORES Y CIA S.A.S.,2000,2024,2023,4290,"","","",8034,5617,-5646,2388
VALLE,CALI,3049880,OTERO DE VALENCIA CLAUDIA MARIA,2000,,2023,6621,"","","",15710,4583,-4149,11561
VALLE,CALI,3049910,SUPERMERCADO Y CIGARRERIA LA 36,2000,,2023,4711,"","","",7267,3901,1014,8281
VALLE,CALI,3049955,PANADERIA Y PASTELERIA CAMILITO,2000,,2023,1081,"","","",10536,5327,-102,10434
VALLE,CALI,3050021,DISTRIBUIDORA ELEGANT HOME #1,2000,2024,2023,4759,"","","",12231,4340,-1285,10946
VALLE,CALI,3050122,CENTRO DE CAPACITACION CENCAC,2000,,2023,8559,7490,"","",12547,5210,-3193,9354
VALLE,CALI,3050129,DANNY'S DM COMPANY E.U.,2005,2023,2023,7111,4520,"","",12723,5371,-421,12302
VALLE,CALI,3050145,PELUQUERIA UNISEX MARY,2000,,2023,9602,"","","",999999,4086,-1427,8165
VALLE,CALI,3050184,COLCHONES JULIO,2005,,2023,3120,4754,"","",7948,7420,1010,8958
VALLE,CALI,3050203,MUNDO PEZ,2005,,2023,4631,"","","",9232,9736,-3425,5807
VALLE,CALI,3050209,DISEÑOS ORTOPEDICOS,2000,,2023,3250,"","","",7745,2240,-361,7384
VALLE,CALI,3050370,ASTROMOTOS S A,2000,,2023,4541,"","","",11568,5872,-3676,7892
VALLE,CALI,3050373,SERVICIO ELECTRICO J.J. GOMEZ,2005,,2023,4923,4530,4520,8299,12801,3960,-4064,8737
VALLE,CALI,3050405,INDUSTRIAS MENBEL LIMITADA CALI,2005,,2023,2599,2410,2593,3110,15318,6802,-3020,12298
VALLE,CALI,3050488,MISCELANEA GRAN REBAJA,2005,2024,2023,4719,"","","",10915,3663,-38,10877
VALLE,CALI,3050502,PRINTERGRAF,2005,,2023,7310,1811,"","",7813,5677,-1527,6286
VALLE,CALI,3050509,D'TOLUCA,2005,,2023,5611,5621,5619,"",12561,3351,-3975,8586
VALLE,CALI,3050511,TIENDA MIXTA FATIMA,2005,2023,2023,4711,"","","",12262,4407,-4072,8190
VALLE,CALI,3050665,DROGUERIA LA SERVICIAL,2005,2023,2023,4773,"","","",9404,1647,-377,9027
VALLE,CALI,3050682,PELUQUERIA PATRI'S INOVACION,2005,,2023,9602,4773,"","",6105,4328,-4748,1357
VALLE,CALI,3050691,CONSULTORIO DE TERAPIAS ALTERNATIVAS NATURALES,2005,2024,2023,8692,4759,"","",11903,9156,-4598,7305
VALLE,CALI,3050758,CONSTRUCTORA COLPATRIA SAS,2005,,2023,4111,4112,4210,4290,12823,5638,-3568,9255
VALLE,CALI,3050761,ALMACEN COMPRA VENTA SANTA MONICA,2000,2023,2023,4775,"","","",9262,4065,-3417,5845
